theme,description,profile_link,author,github_stars,updated,license,theme_tags,theme-repo,theme-ref
Kross Hugo,Hugo port of the Themefisher’s Kross Template,https://d33wubrfki0l68.cloudfront.net/63f42e86eaf7b46c74aa94c31515583990ea5253/44668/themes/kross-hugo-portfolio-template/screenshot_hua1726dc50382dc8979d1f90fa43be446_229423_750x500_fill_catmullrom_top_2.png,Themefisher,220,2021-10-26,MIT,"['Blog', 'Bootstrap', 'Contact', 'Landing', 'Light', 'Minimal', 'Portfolio', 'Responsive']",https://github.com/themefisher/kross-hugo/graphs/contributors,https://themes.gohugo.io/themes/kross-hugo-portfolio-template/
Codex,A minimal blog theme for hugo,https://d33wubrfki0l68.cloudfront.net/12a0839ca9718a63d9a7a3e82785db7f1b23f579/43e54/themes/hugo-theme-codex/screenshot_hu2e503dcb16114be293da4f05196c31ac_32296_750x500_fill_catmullrom_top_2.png,Jake Wiesler,265,2021-07-26,MIT,['Blog'],https://github.com/all-contributors/all-contributors,https://themes.gohugo.io/themes/hugo-theme-codex/
Goa,Simple Minimalist Hugo Theme,https://d33wubrfki0l68.cloudfront.net/dff54f59f068dbcaf66b18e5120c94bdc026683f/8dd14/themes/hugo-goa/screenshot_huee4ff94bd3b3fcb16436d7b4f52d3b33_291005_750x500_fill_catmullrom_top_2.png,Rajesh Shenoy,218,2021-09-29,MIT,"['Bootstrap', 'Minimal']",https://github.com/shenoybr/hugo-goa/blob/master/exampleSite/config.toml,https://themes.gohugo.io/themes/hugo-goa/
Kiss,Stupidly simple Hugo blogging theme,https://d33wubrfki0l68.cloudfront.net/332664c7e8f163d5bd95c9873e4a2353ffd6cfe5/6ffec/themes/kiss/screenshot_hu6d04c9b317970e35b947a10bffe26660_137299_750x500_fill_catmullrom_top_2.png,ribice,275,2018-11-02,MIT,"['Blog', 'Minimal', 'Responsive', 'recent release of Hugo.', 'Version Configuration', 'tag a new version.']",https://github.com/colebemis/feather/blob/master/LICENSE,https://themes.gohugo.io/themes/kiss/
Diary,"Moments piled up. A simple, elegant blog theme.",https://d33wubrfki0l68.cloudfront.net/0a17e6806370d121ee3b9074fed66e6b243d4699/6f822/themes/hugo-theme-diary/screenshot_huab6c8a211eb0b19026bd4e01980b8aed_386455_750x500_fill_catmullrom_top_2.png,amazingrise,242,2021-10-15,MIT,['Blog'],https://github.com/AmazingRise/hugo-theme-diary/wiki/Troubleshooting,https://themes.gohugo.io/themes/hugo-theme-diary/
Yinyang,Yinyang theme for Hugo.,https://d33wubrfki0l68.cloudfront.net/5b7dbd3683c568b6720d703ecaae44a5d35797c8/32ab6/themes/hugo-theme-yinyang/screenshot_hu0dfbc6dde5b15cb5aea54ce8523a2b15_16867_750x500_fill_catmullrom_top_2.png,Joway Wang,276,2021-06-15,MIT,"['Blog', 'Minimal', 'Personal', 'Responsive']",https://github.com/joway/hugo-theme-yinyang/blob/master/layouts/partials/seo.html,https://themes.gohugo.io/themes/hugo-theme-yinyang/
Hugo Novela,A Hugo port of the Novela theme by Narative,https://d33wubrfki0l68.cloudfront.net/9409feffbfec0a64eafdfa6fb6553fb0054441bf/4975e/themes/hugo-theme-novela/screenshot_hu8a877333df44e961b95af7f16021ba56_470655_750x500_fill_catmullrom_top_2.png,The New Dynamic,279,2021-02-22,MIT,['Blog'],https://github.com/forestryio/novela-hugo-starter,https://themes.gohugo.io/themes/hugo-theme-novela/
Ink,"Crisp, minimal personal website and blog theme Hugo.",https://d33wubrfki0l68.cloudfront.net/27049798cfe560e37dc73bdbe7e3c9c633c2ab49/ec637/themes/hugo-ink/screenshot_hu65925b56d615a57518b5b2ec9c568fc1_82047_750x500_fill_catmullrom_top_2.png,Kailash Nadh,269,2021-01-10,MIT,"['Blog', 'Dark', 'Minimal', 'Personal', 'Portfolio', 'Responsive']",https://github.com/vividvilla/ezhil,https://themes.gohugo.io/themes/hugo-ink/
Cupper,"An accessibility-friendly Hugo theme, ported from the original Cupper project.",https://d33wubrfki0l68.cloudfront.net/0b00f082fdc7c050553841f1b011a71bf38c8ac6/312ec/themes/cupper-hugo-theme/screenshot_huc10b8c3467703717c95eba9c21235574_137593_750x500_fill_catmullrom_top_2.png,Zachary Betz,203,2021-10-25,MIT,"['Blog', 'Dark', 'Docs']",https://github.com/zwbetz-gh/cupper-hugo-theme/tree/master/exampleSite,https://themes.gohugo.io/themes/cupper-hugo-theme/
Pickles,"Pickles is a modern, simple and beautiful Hugo theme",https://d33wubrfki0l68.cloudfront.net/d273c4365681e8bbb85f8835cf4d4d6ac0bdec04/5b0ca/themes/hugo_theme_pickles/screenshot_hu8733d2eacf8870c82562e91178de2de5_314184_750x500_fill_catmullrom_top_2.png,nil,171,2021-10-03,MIT,"['Blog', 'Light', 'Minimal', 'Responsive']",https://github.com/mismith0227/hugo_theme_pickles/tree/develop,https://themes.gohugo.io/themes/hugo_theme_pickles/
DevResume,DevResume is a free Bootstrap 4 resume/CV template made for software developers.,https://d33wubrfki0l68.cloudfront.net/03ed0f5dd30159706febc3fb9a9f9cd75402db78/0e834/themes/hugo-devresume-theme/screenshot_hu95e5422a1985b68738f718e0a6e14538_222231_750x500_fill_catmullrom_top_2.png,Jerry Kiely,190,2020-09-01,MIT,[],https://github.com/cowboysmall-tools/hugo-devresume-theme,https://themes.gohugo.io/themes/hugo-devresume-theme/
Anubis,A minimal Hugo theme,https://d33wubrfki0l68.cloudfront.net/b5d06f4d22c5c464c30f662b1d563a186aaab416/c6a15/themes/hugo-theme-anubis/screenshot_hu82ccb77e981ab5501ddaac1659cf4b50_106313_750x500_fill_catmullrom_top_2.png,Dmitry Kolosov,197,2021-11-16,MIT,"['Blog', 'Dark', 'Light', 'Minimal', 'Multilingual', 'Personal', 'Responsive']",https://github.com/mitrichius/hugo-theme-anubis/issues,https://themes.gohugo.io/themes/hugo-theme-anubis/
Resume,"Personal resume with social handles, skills inventory, work history and portfolio. Includes native CMS editor experience with Netlify CMS. Ported from StartBootstrap 'Resume' theme",https://d33wubrfki0l68.cloudfront.net/28782a71e970398509bf145eeec6dda6499ae24d/05912/themes/hugo-resume/screenshot_hu07d6164863e699401a9cf64c419f3a6d_260328_750x500_fill_catmullrom_top_2.png,Eddie Webb,165,2021-09-09,MIT,"['Portfolio', 'Responsive']",https://github.com/eddiewebb/hugo-resume/blob/master/exampleSite/static/admin,https://themes.gohugo.io/themes/hugo-resume/
Dream,A hugo theme named dream,https://d33wubrfki0l68.cloudfront.net/04e68122bbd02df3d3477c94e641693b2333bf96/b6bec/themes/hugo-theme-dream/screenshot_hu98b3a1164a3164413e44289c87f2d3a7_359078_750x500_fill_catmullrom_top_2.png,Yue Yang,227,2021-01-27,MIT,"['Blog', 'Dark Mode', 'Light Mode', 'Personal', 'Responsive']",https://github.com/g1eny0ung/blog,https://themes.gohugo.io/themes/hugo-theme-dream/
uBlogger,The whole focus of the topic is on ease of reading for visitors and SEO optimization.,https://d33wubrfki0l68.cloudfront.net/d517dbad40cc0ab9de5ce443a95da428200bb5ea/151db/themes/ublogger/screenshot_hu19f9862791b119a6e319e806933fbd42_72251_750x500_fill_catmullrom_top_2.png,uPagge,218,2020-12-30,MIT,"['Blog', 'Dark', 'Responsive']",https://github.com/umputun/remark42/,https://themes.gohugo.io/themes/ublogger/
Hugo Serif,"Serif is an advanced multi page theme for Hugo. It contains multiple content types for a typical business website. The theme is fully responsive, blazing fast and artfully illustrated.",https://d33wubrfki0l68.cloudfront.net/0266076eb6eca3a93a0f73fd121f87e6a60b95b8/bcc3d/themes/hugo-serif-theme/screenshot_hu804b0d603c8bd9bb78807547942a1f01_149418_750x500_fill_catmullrom_top_2.png,Robert Austin,219,2021-07-09,MIT,"['Bootstrap', 'Company', 'Light', 'Personal', 'Responsive']",https://github.com/zerostaticthemes/gatsby-serif-theme,https://themes.gohugo.io/themes/hugo-serif-theme/
KeepIt,A minimal and responsive theme for Hugo.,https://d33wubrfki0l68.cloudfront.net/58bab598cfccca56378ec1fa0178663ed2e75144/73dbc/themes/keepit/screenshot_hud46a523e4dd429ffbb905615c99e6608_52054_750x500_fill_catmullrom_top_2.png,Fastbyte01,176,2021-11-14,MIT,"['Blog', 'Dark', 'Gallery', 'Minimal', 'Responsive']",https://github.com/shenoybr/hugo-goa,https://themes.gohugo.io/themes/keepit/
hugo-theme-console,"A minimal, responsive and light theme for Hugo inspired by Linux console.",https://d33wubrfki0l68.cloudfront.net/f926dc3cb3d6aa9a044d451c41512d6198193713/4a3ee/themes/hugo-theme-console/screenshot_hub06a86cb8278e203f36bf2192b4be232_581839_750x500_fill_catmullrom_top_2.png,Marcin Mierzejewski,187,2021-03-09,MIT,"['Blog', 'Gallery', 'Landing', 'Minimal', 'Personal', 'Portfolio', 'Responsive']",https://github.com/panr/hugo-theme-terminal/blob/master/LICENSE.md,https://themes.gohugo.io/themes/hugo-theme-console/
Portio,"Portio is a simple, minimal and responsive Portfolio Hugo Theme. Portio is well organized, well-formatted and named accordingly so it’s easy to change any and all of the design. Portio is built with Bootstrap 4. You can customize it very easy to fit your needs.",https://d33wubrfki0l68.cloudfront.net/e0a70e9aa40e214302f70f733836f9c942f5240e/d3aa0/themes/portio-hugo/screenshot_hub09a4642b2cde8affc10b69961e31daa_651880_750x500_fill_catmullrom_top_2.png,Static Mania,211,2020-08-25,MIT,"['Blog', 'Bootstrap', 'Contact', 'Light', 'Minimal', 'Personal', 'Portfolio', 'Responsive']",https://github.com/StaticMania/portio-hugo/blob/master/LICENSE,https://themes.gohugo.io/themes/portio-hugo/
hyde-hyde,A simply cool Hyde inspired theme,https://d33wubrfki0l68.cloudfront.net/65ac904b622b151ec0fb77fa552768471eefa56a/1d442/themes/hyde-hyde/screenshot_hua551997bc3b1a6f34a0cbf6b9545ab4f_362638_750x500_fill_catmullrom_top_2.png,htr3n,229,2018-09-30,MIT,"['Blog', 'Personal', 'Responsive', 'recent release of Hugo.', 'Version Configuration', 'tag a new version.']",https://github.com/htr3n/hyde-hyde/blob/master/static-src/scss/hyde-hyde/_project.scss,https://themes.gohugo.io/themes/hyde-hyde/
Dot,"Dot, A documentation theme powered by hugo",https://d33wubrfki0l68.cloudfront.net/adbc1fc9bebcc5e7ed4fa008ca1cd3bab2a9ae91/505c3/themes/dot-hugo-documentation-theme/screenshot_hu0e8551a7416ed52d94a3561e173a56d1_511161_750x500_fill_catmullrom_top_2.png,Themefisher,193,2020-06-28,MIT Licence,"['Bootstrap', 'Contact', 'Docs', 'Light', 'Minimal', 'Multilingual', 'Responsive']",https://github.com/themefisher/dot-hugo-documentation-theme/issues,https://themes.gohugo.io/themes/dot-hugo-documentation-theme/
Syna,"A customizable one to multi page theme for open source projects, companies and freelancers.",https://d33wubrfki0l68.cloudfront.net/56c886a71e3cfba44e8ce40536422e03dba4bef8/feab6/themes/syna/screenshot_hu67f3338107d8d55d9a97ea2dda03e458_680382_750x500_fill_catmullrom_top_2.png,Okkur Labs,221,2020-10-23,Apache License 2.0,"['Blog', 'Bootstrap', 'Company', 'Docs', 'Personal', 'Portfolio', 'Responsive']",https://github.com/okkur/syna/releases,https://themes.gohugo.io/themes/syna/
Hugo Bootstrap v4 Blog,A simple Hugo theme based on the Bootstrap v4 blog example.,https://d33wubrfki0l68.cloudfront.net/a2094a5408e1b2d00b21a36fdc430e8731045660/71f8d/themes/hugo-theme-bootstrap4-blog/screenshot_hub821addcbfc16ee242d2aa5cd66bb52c_101392_750x500_fill_catmullrom_top_2.png,Alan Orth,197,2020-12-05,CC-BY-3.0,"['Blog', 'Bootstrap']",https://github.com/alanorth/hugo-theme-bootstrap4-blog/compare,https://themes.gohugo.io/themes/hugo-theme-bootstrap4-blog/
Tale,A port of the Tale theme for Hugo. Tale is a minimal Jekyll theme curated for storytellers.,https://d33wubrfki0l68.cloudfront.net/e5b3e4af720a301d5b48e15bb121a67abbc029b6/492fe/themes/tale-hugo/screenshot_hub892b220c5de7f84cf0d244daca9a108_229282_750x500_fill_catmullrom_top_2.png,Emiel Hollander,221,2021-03-10,MIT,"['Blog', 'Light', 'Minimal', 'Personal', 'Responsive']",https://github.com/EmielH/tale-hugo/blob/master/LICENSE,https://themes.gohugo.io/themes/tale-hugo/
Hugo Bear Blog,"A Hugo theme based on »Bear Blog«. Free, no-nonsense, super-fast blogging. »Bear Blog« now includes a dark color scheme to support dark mode!",https://d33wubrfki0l68.cloudfront.net/b84a1a8dd4023aa9e15fcc4552407549e3aa7266/a087a/themes/hugo-bearblog/screenshot_hu504f5d0b35f6784740b4d32517734a4c_37714_750x500_fill_catmullrom_top_2.png,Jan Raasch,178,2021-08-13,MIT,"['Blog', 'Dark Mode', 'Light', 'Minimal', 'Responsive']",https://github.com/janraasch/hugo-bearblog/pulls,https://themes.gohugo.io/themes/hugo-bearblog/
Liva Hugo,Hugo port of the Themefisher’s Liva Template,https://d33wubrfki0l68.cloudfront.net/12689d7e0e2a0b71dd45716fce7f7c72155a0b04/07ebe/themes/liva-hugo/screenshot_hu40da5f135ef0c71f846da23f4a4e96ad_107414_750x500_fill_catmullrom_top_2.png,Themefisher,148,2021-09-08,MIT,"['Blog', 'Bootstrap', 'Contact', 'Landing', 'Light', 'Minimal', 'Portfolio', 'Responsive']",https://github.com/gethugothemes/liva-hugo/graphs/contributors,https://themes.gohugo.io/themes/liva-hugo/
Elate,Elate theme ported to Hugo by Pieter Saey,https://d33wubrfki0l68.cloudfront.net/b585d44e00d0780ab13db2e91cb721a6b0c5355e/5d706/themes/hugo-elate-theme/screenshot_hu5cc367c77d62b2ea64ff5b6795e18903_311765_750x500_fill_catmullrom_top_2.png,Pieter Saey,172,2019-01-13,MIT,[],https://github.com/saey55/hugo-elate-theme,https://themes.gohugo.io/themes/hugo-elate-theme/
ghostwriter,A fork of simple AJAX driven theme for the Ghost blogging platform ported to Hugo.,https://d33wubrfki0l68.cloudfront.net/fef9dae8866b82dd3771f47acf5f3be418572429/c1292/themes/ghostwriter/screenshot_hu92cf193a9082903ffb57d69254ab63dd_188170_750x500_fill_catmullrom_top_2.png,Juraj Bubniak,163,2020-10-04,MIT,"['Blog', 'Personal']",https://github.com/roryg/ghostwriter,https://themes.gohugo.io/themes/ghostwriter/
harbor,Simple and minimal personal blog theme,https://d33wubrfki0l68.cloudfront.net/cb7c5d35a1ebc67595726c1bfe648bd6b854d86d/73beb/themes/harbor/screenshot_hu73b0375c3823fcea3a28cc37cd341cc7_176893_750x500_fill_catmullrom_top_2.png,matsuyoshi30,164,2021-03-28,MIT,"['Blog', 'Minimal']",https://github.com/matsuyoshi30/harbor,https://themes.gohugo.io/themes/harbor/
Blank,Starter Hugo theme for developers.,https://d33wubrfki0l68.cloudfront.net/a4538d6f9f41cb3ca76a9757a4824063183384a4/01268/themes/blank/screenshot_hue9dde1fe7d88e6ad4ad1c3babe5a83f5_96162_750x500_fill_catmullrom_top_2.png,Vimux,152,2021-10-10,MIT,['Blog'],https://github.com/Vimux/blank/blob/master/LICENSE,https://themes.gohugo.io/themes/blank/
Techdoc,The Techdoc is a Hugo Theme for technical documentation.,https://d33wubrfki0l68.cloudfront.net/556bb1bcce3f42d223451617ee370cf46dbe7aab/7b047/themes/hugo-theme-techdoc/screenshot_hubc933344915d7016fa8cfdaf4a8842d2_191807_750x500_fill_catmullrom_top_2.png,thingsym,135,2021-10-18,MIT,"['Docs', 'Responsive']",https://github.com/iamkun/dayjs,https://themes.gohugo.io/themes/hugo-theme-techdoc/
Raditian Free Hugo Theme,"A free Hugo Theme by Radity: Modern, Fast, Fresh and of course responsive.",https://d33wubrfki0l68.cloudfront.net/3c68e06242aa71bda258fbf43de957cdaf80bfb6/515f6/themes/raditian-free-hugo-theme/screenshot_hu82f31db33a579a4068be64367d34e394_141532_750x500_fill_catmullrom_top_2.png,Radity,169,2020-07-16,MIT,"['Bootstrap', 'Contact', 'Landing', 'Light', 'Minimal', 'Personal', 'Portfolio', 'Responsive']",https://github.com/radity/raditian-free-hugo-theme/blob/master/LICENSE,https://themes.gohugo.io/themes/raditian-free-hugo-theme/
Zen,A solid base for your custom Hugo theme with pipes support for Sass and Javascript.,https://d33wubrfki0l68.cloudfront.net/3a6a32b5980a9d57aac2b2936c3e6ae83f88bed5/c575f/themes/hugo-theme-zen/screenshot_hu3d5cb13ab73a8b2c814e9c52c784d3c9_74128_750x500_fill_catmullrom_top_2.png,Fredrik Jonsson,142,2021-09-29,GPLv2,"['Blog', 'Multilingual', 'Podcast', 'Responsive']",https://github.com/tabler/tabler-icons,https://themes.gohugo.io/themes/hugo-theme-zen/
Hero,Hero is a multipurpose theme with fullscreen hero images and fullwidth sections. It contains content types for a business or portfolio site.,https://d33wubrfki0l68.cloudfront.net/04ab7b661ff5c646f24f4aa6f3de0dc9c912fa03/cc861/themes/hugo-hero-theme/screenshot_hu04a001f06906f2d394d00aa2a8ddbc21_1040222_750x500_fill_catmullrom_top_2.png,Robert Austin,160,2021-07-09,MIT,"['Bootstrap', 'Company', 'Minimal', 'Portfolio', 'Responsive']",https://github.com/zerostaticthemes/hugo-hero-theme/archive/master.zip,https://themes.gohugo.io/themes/hugo-hero-theme/
Black & Light,nil,https://d33wubrfki0l68.cloudfront.net/e5b6e92c4770eb3a450bc160616ba1b0885ff195/0e050/themes/hugo-black-and-light-theme/screenshot_huc3930a73e6684b56cabfeda5543f0a1b_360299_750x500_fill_catmullrom_top_2.png,David Hamp-Gonsalves,174,2020-06-13,GNU3.0,"['Light', 'Minimal', 'Personal', 'Responsive']",https://github.com/davidhampgonsalves/hugo-black-and-light-theme,https://themes.gohugo.io/themes/hugo-black-and-light-theme/
Noteworthy,A minimalist Hugo theme for writers and bloggers.,https://d33wubrfki0l68.cloudfront.net/d6f56bb456f589c4367ff67d23ccdc5294b30070/a9fc0/themes/hugo-theme-noteworthy/screenshot_hu860e7dcf996434b5c6759669959668bc_156022_750x500_fill_catmullrom_top_2.png,kimcc,163,2021-07-08,MIT,"['Blog', 'Light', 'Minimal', 'Responsive']",https://github.com/kimcc/hugo-theme-noteworthy/blob/master/LICENSE.md,https://themes.gohugo.io/themes/hugo-theme-noteworthy/
DoIt,"A Clean, Elegant but Advanced Hugo Theme for Hugo.",https://d33wubrfki0l68.cloudfront.net/84ca48936d25600bfcb2cd4d040a9e5d1b6c75ef/fc898/themes/doit/screenshot_hu2fddbb30d71e29545138ffd7de28e5ce_493975_750x500_fill_catmullrom_top_2.png,PCloud,157,2021-11-06,MIT,"['Blog', 'Dark', 'Responsive']",https://github.com/buunguyen/topbar,https://themes.gohugo.io/themes/doit/
Sustain,"Personal blog built with Bootstrap, powered by Hugo",https://d33wubrfki0l68.cloudfront.net/d62d2f591a6c0cfaa640d90369021a0272243476/25cd3/themes/hugo-sustain/screenshot_hua0d4c6877392f226afa35adcaee71e7e_246542_750x500_fill_catmullrom_top_2.png,Nurlan Suyundukov,173,2021-02-13,MIT,"['Blog', 'Minimal', 'Responsive']",https://github.com/biomadeira/,https://themes.gohugo.io/themes/hugo-sustain/
Whisper,Whisper is a minimal documentation theme built for Hugo. The design and functionality is intentionally minimal.,https://d33wubrfki0l68.cloudfront.net/a6f2450b1cc63132050181ebedae9574617fc890/021f8/themes/hugo-whisper-theme/screenshot_hu08212d9449477be8afd4c495983a1be2_83670_750x500_fill_catmullrom_top_2.png,Robert Austin,175,2021-07-09,MIT,"['Bootstrap', 'Docs', 'Minimal', 'Responsive']",https://github.com/zerostaticthemes/hugo-whisper-theme/archive/master.zip,https://themes.gohugo.io/themes/hugo-whisper-theme/
Bootstrap Blog Theme,"An extreme fast, responsive and feature-rich blog theme for Hugo",https://d33wubrfki0l68.cloudfront.net/b062598ab61b82ce08b1b0edc12332e6623e8c90/eabda/themes/hugo-theme-bootstrap/screenshot_hu460bc36fb2f0f7c217811693f5ea163d_365647_750x500_fill_catmullrom_top_2.png,Razon Yang,147,2021-11-24,MIT,"['Blog', 'Bootstrap', 'Dark', 'Light', 'Multilingual', 'Personal', 'Responsive']",https://github.com/razonyang/hugo-theme-bootstrap/issues/new,https://themes.gohugo.io/themes/hugo-theme-bootstrap/
newsroom,A simple open source theme for publishing multi-purpose content,https://d33wubrfki0l68.cloudfront.net/103bb07213a5f9dd4b3f00fcd4bf582a40b4e147/fcc20/themes/newsroom/screenshot_hub5fd333244b0204c86fc37b866546d16_325963_750x500_fill_catmullrom_top_2.png,weru,152,2021-08-09,MIT,"['Blog', 'Dark', 'Minimal']",https://github.com/onweru/newsroom/blob/master/LICENSE.md,https://themes.gohugo.io/themes/newsroom/
Hugrid,A simple grid theme for Hugo. A kind of boilerplate to perform anyone or anything quickly.,https://d33wubrfki0l68.cloudfront.net/87fbc247c02aa982bb372a8baf73c6e737cc0270/5ee69/themes/hugrid/screenshot_hu7d968f7814c511f3389d25d528d51a53_41244_750x500_fill_catmullrom_top_2.png,Pavel Kanyshev,150,2018-08-02,MIT License,"['Portfolio', 'Responsive', 'recent release of Hugo.', 'Version Configuration', 'tag a new version.']",https://github.com/aerohub/hugrid,https://themes.gohugo.io/themes/hugrid/
Coder Portfolio,It is a theme to have you know yourself than developed based on hugo-coder,https://d33wubrfki0l68.cloudfront.net/50a434306314fe9c9dbf82fb67fd440aa6196763/4a285/themes/hugo-coder-portfolio/screenshot_hu3bc805a7a6dea23dcb7d32d8a29cc71e_75914_750x500_fill_catmullrom_top_2.png,Yusuke Ishimi,143,2020-09-03,MIT,"['Blog', 'Minimal', 'Personal', 'Responsive']",https://github.com/naro143/hugo-coder-portfolio/blob/master/LICENSE.md,https://themes.gohugo.io/themes/hugo-coder-portfolio/
Educenter Hugo,Hugo port of the Themefisher’s Educenter theme,https://d33wubrfki0l68.cloudfront.net/6086431eb46a1d97e79f0ce38c1965568592d5be/286ee/themes/educenter-hugo/screenshot_hu3ed2533867714094b3ffa8c5d2584986_457456_750x500_fill_catmullrom_top_2.png,Themefisher,130,2020-06-30,CC BY 3.0,"['Blog', 'Bootstrap', 'Company', 'Education', 'Light', 'Minimal', 'Multilingual', 'Portfolio', 'Responsive']",https://github.com/themefisher/educenter-hugo/issues,https://themes.gohugo.io/themes/educenter-hugo/
Navigator Hugo,Hugo port of the Themefisher’s Navigator Template,https://d33wubrfki0l68.cloudfront.net/7bac65b6244fe5037d48a5aca8d76a050ec619d4/2df26/themes/navigator-hugo/screenshot_hu09b303979e8ad528902ed9be5b4aa64b_297835_750x500_fill_catmullrom_top_2.png,Themefisher,113,2021-09-08,MIT,"['Blog', 'Bootstrap', 'Company', 'Contact', 'Dark', 'Landing', 'Minimal', 'Multilingual', 'Responsive']",https://github.com/gethugothemes/navigator-hugo/graphs/contributors,https://themes.gohugo.io/themes/navigator-hugo/
Lanyon,Lanyon-Hugo is a theme designed for blogging.,https://d33wubrfki0l68.cloudfront.net/911c77d29e31b13755ea29beab402bdfb2d141f8/3db13/themes/lanyon-hugo/screenshot_huec37ead7ea4f413c8818d79436295dab_124513_750x500_fill_catmullrom_top_2.png,nil,152,2021-01-23,MIT,['Blog'],https://github.com/poole/lanyon#themes,https://themes.gohugo.io/themes/lanyon-hugo/
Researcher,A simple monospaced resume theme for Hugo.,https://d33wubrfki0l68.cloudfront.net/cff87132c0628afbe4d120877f3816f4924c37a4/69755/themes/hugo-researcher/screenshot_hud4eb32ddaccb78dbb174ecb9800ac319_80672_750x500_fill_catmullrom_top_2.png,Olivier Roques,138,2021-07-01,GPL-3.0,"['Blog', 'Bootstrap', 'Minimal', 'Personal', 'Responsive']",https://github.com/ojroques/hugo-researcher/blob/master/LICENSE,https://themes.gohugo.io/themes/hugo-researcher/
Story,"A beautiful, responsive blog and homepage theme with support for features like search, math typesetting, and RemarkJS presentations.",https://d33wubrfki0l68.cloudfront.net/c0ee02497eed9afbcde5e048e5e38ee603b1c67f/a76a8/themes/story/screenshot_hu323c18e4a7f11bd049d22b461cc2c9ef_343047_750x500_fill_catmullrom_top_2.png,Baron Schwartz,148,2019-06-03,MIT,"['Blog', 'Newsletter', 'recent release of Hugo.', 'Version Configuration', 'tag a new version.']",https://github.com/olivernn/lunr.js,https://themes.gohugo.io/themes/story/
Compose,A hugo theme for documentation sites. It's inspired by forestry.io's docs page,https://d33wubrfki0l68.cloudfront.net/a1bceaa2ca8c2391535583759ec5e2509d1dd4cc/f1e70/themes/compose/screenshot_hu2b368fc806e8203364c0aa47ff2ebc2c_236011_750x500_fill_catmullrom_top_2.png,Weru,130,2021-11-24,MIT,"['Dark', 'Docs']",https://github.com/onweru/compose/blob/master/LICENSE,https://themes.gohugo.io/themes/compose/
Parsa Hugo,Hugo port of the Themefisher’s Parsa Template,https://d33wubrfki0l68.cloudfront.net/254de46bcbe29be16cf8aab95f0b338b90efbd27/5e573/themes/parsa-hugo/screenshot_hu221e51f5dc506473d05b0e369ddfdb5d_1712445_750x500_fill_catmullrom_top_2.png,Themefisher,116,2021-10-31,MIT,"['Blog', 'Bootstrap', 'Contact', 'Landing', 'Light', 'Minimal', 'Portfolio', 'Responsive']",https://github.com/themefisher/parsa-hugo/graphs/contributors,https://themes.gohugo.io/themes/parsa-hugo/
Etch,Lightweight Hugo theme with a focus on content,https://d33wubrfki0l68.cloudfront.net/036ec97f0eaccdd1c500ed31269319c48fcef52a/31d18/themes/etch/screenshot_hu043af34df0bd9735712228fd170bf2d1_63479_750x500_fill_catmullrom_top_2.png,Lukas Joswiak,123,2021-10-12,MIT,"['Blog', 'Dark Mode', 'Minimal', 'Responsive']",https://github.com/LukasJoswiak/etch/wiki,https://themes.gohugo.io/themes/etch/
Timer Hugo,Hugo port of the Themefisher’s Navigator Template,https://d33wubrfki0l68.cloudfront.net/84625ab3f1c2c4546fc571d831ffd797959018df/7428d/themes/timer-hugo/screenshot_hub2f78306d88765c58757d0b657f00e40_481046_750x500_fill_catmullrom_top_2.png,Themefisher,113,2021-09-08,MIT,"['Blog', 'Bootstrap', 'Company', 'Contact', 'Landing', 'Light', 'Minimal', 'Responsive']",https://github.com/themefisher/timer-hugo/graphs/contributors,https://themes.gohugo.io/themes/timer-hugo/
Minos,A simple and retro styled theme ported from Hexo,https://d33wubrfki0l68.cloudfront.net/04ff19a2e6be9c70f5a23745dcc12bad899eb1e1/437e6/themes/hugo-theme-minos/screenshot_huc1d8dc86b64ce0c79017e806d780862e_444744_750x500_fill_catmullrom_top_2.png,Carson Ip,132,2021-04-04,MIT,"['Blog', 'Minimal']",https://github.com/carsonip/hugo-theme-minos/blob/master/LICENSE.md,https://themes.gohugo.io/themes/hugo-theme-minos/
pixyll,"A simple, beautiful theme for Hugo.",https://d33wubrfki0l68.cloudfront.net/4387a662bf5863c96180aa938c43a222289ed5e1/d8ff5/themes/hugo-theme-pixyll/screenshot_hu4c4051cc36d2263fc29eb5d0e0c6fbd0_420230_750x500_fill_catmullrom_top_2.png,nil,141,2020-01-14,MIT,"['Blog', 'Minimal', 'Personal', 'Responsive']",https://github.com/johnotander/pixyll,https://themes.gohugo.io/themes/hugo-theme-pixyll/
aether,"aether is a blog theme that emphasizes motion, material, and depth as design elements to highlight the content of your site",https://d33wubrfki0l68.cloudfront.net/2dde7ed4db10bc76d4fe16e726689b44dfb30a72/21f25/themes/aether/screenshot_hu66701b7be5d9791bb693df4a018e6f61_487814_750x500_fill_catmullrom_top_2.png,Joe Hutchinson,139,2021-08-20,MIT,"['Blog', 'Minimal', 'Personal', 'Responsive']",https://github.com/adam-p/markdown-here/wiki/Markdown-Cheatsheet,https://themes.gohugo.io/themes/aether/
